file_index,Explicit Mentions,Implicit Mentions,BPD Names,Role Summary,Examples,Importance Score,cles,Entity,Groupe
153,2,4,wto,"Les banques publiques de développement jouent un rôle central dans le soutien au commerce international, notamment dans le financement des infrastructures économiques, l'aide à la création de capacités productives, et le développement durable par le biais de l'aide pour le commerce. Elles cherchent à atténuer les disparités de commerce mondial en soutenant les pays les moins avancés (PMA) et en facilitant l'intégration des pays en développement dans les chaînes de valeur mondiales. De surcroît, elles s'engagent dans la transition numérique et environnementale, soutenant des projets adaptés au changement climatique et favorisant l'égalité des sexes à travers des initiatives de financements ciblées.","L'aide pour le commerce a atteint un record de 51,1 milliards de dollars de décaissements en 2022, les PMA en recevant 14 milliards de dollars.; Le programme TFA de l'OMC a été mis en place pour réduire les coûts commerciaux de 14,3 % en moyenne.",3,Fact Sheet,OECD _Fact Sheet,IATF and Other International Organizations
153,2,4,oecd,"Les banques publiques de développement jouent un rôle central dans le soutien au commerce international, notamment dans le financement des infrastructures économiques, l'aide à la création de capacités productives, et le développement durable par le biais de l'aide pour le commerce. Elles cherchent à atténuer les disparités de commerce mondial en soutenant les pays les moins avancés (PMA) et en facilitant l'intégration des pays en développement dans les chaînes de valeur mondiales. De surcroît, elles s'engagent dans la transition numérique et environnementale, soutenant des projets adaptés au changement climatique et favorisant l'égalité des sexes à travers des initiatives de financements ciblées.","L'aide pour le commerce a atteint un record de 51,1 milliards de dollars de décaissements en 2022, les PMA en recevant 14 milliards de dollars.; Le programme TFA de l'OMC a été mis en place pour réduire les coûts commerciaux de 14,3 % en moyenne.",3,Fact Sheet,OECD _Fact Sheet,IATF and Other International Organizations
154,2,1,Asian Development Bank,"Les banques publiques de d%C3%A9veloppement, notamment mentionn%C3%A9es implicitement pour contribuer %C3%A0 la r%C3%A9duction du d%C3%A9ficit de financement commercial, sont appel%C3%A9es %C3%A0 fournir des solutions pour combler ce d%C3%A9calage important qui a augment%C3%A9 entre 2014 et 2022 passant de 1,4 trillions USD %C3%A0 2,5 trillions USD. Elles sont mentionn%C3%A9es explicitement dans le contexte de l'appel aux banques de d%C3%A9veloppement pour soutenir le financement du commerce compatible avec les r%C3%A8gles de l'OMC.",Expand WTO-compatible trade finance (and call on development banks to provide solutions).,2,Statistical Annex,OECD _Statistical Annex,IATF and Other International Organizations
157,2,3,African Development Bank,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,Asian Development Bank,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,european bank for reconstruction and development,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,European Investment Bank,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,inter-american development bank,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,World Bank,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
157,2,3,International Monetary Fund,Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations
158,2,3,World Bank,"Le texte présente un rôle potentiel et indirect des banques publiques de développement en soulignant la nécessité d'un soutien financier international pour les pays les moins avancés (LDC) dans le cadre des objectifs de développement durable (ODD). Bien que les BPD ne soient pas mentionnées explicitement dans la majorité, elles sont souvent impliquées dans le financement du développement et les initiatives de renforcement des capacités. Le texte met en avant la création d'un centre de soutien à l'investissement international, ce qui pourrait impliquer des BPD dans la fourniture de financements innovants ou de soutien technique.","An International Investment Support Centre for the Least Developed Countries; Investment-related technical assistance and capacity building support is available to LDCs from over 50 UN agencies, international organizations, multilateral development banks and development partner agencies.",3,OHRLLS,OHRLLS,IATF and Other International Organizations
159,1,2,World Bank,"Les banques publiques de développement jouent un rôle crucial en facilitant le renforcement des systèmes de mobilisation des ressources domestiques en Afrique et en promouvant la réforme de l'architecture financière internationale pour aligner les investissements sur les objectifs de développement durable (ODD). De plus, elles sont suggérées pour le soutien prolongé par des prêts à long terme et une optimisation de leurs bilans pour accroître les capacités de financement des pays, en particulier pour les pays à faible revenu.","Reform the International Financial Architecture (IFA) to position Multilateral Development Banks (MDBs) for long-term lending.; Optimize MDB balance sheets by leveraging callable capital and advance lending to countries, especially for Low-income Countries (LICs), in local currencies.",4,OSAA,OSAA,IATF and Other International Organizations
159,1,2,Multilateral Development Banks,"Les banques publiques de développement jouent un rôle crucial en facilitant le renforcement des systèmes de mobilisation des ressources domestiques en Afrique et en promouvant la réforme de l'architecture financière internationale pour aligner les investissements sur les objectifs de développement durable (ODD). De plus, elles sont suggérées pour le soutien prolongé par des prêts à long terme et une optimisation de leurs bilans pour accroître les capacités de financement des pays, en particulier pour les pays à faible revenu.","Reform the International Financial Architecture (IFA) to position Multilateral Development Banks (MDBs) for long-term lending.; Optimize MDB balance sheets by leveraging callable capital and advance lending to countries, especially for Low-income Countries (LICs), in local currencies.",4,OSAA,OSAA,IATF and Other International Organizations
160,1,2,green development banks,Les banques publiques de développement (BPD) sont impliquées dans la création de conditions favorables au financement de la transition économique vers la durabilité. Cela inclut l'établissement de banques de développement vertes qui peuvent contribuer à encadrer le financement privé et à fournir des incitations nécessaires. Les BPD sont également perçues comme des supporters potentiels dans les partenariats public-privé et possiblement impliquées dans l'intégration d'objectifs de transition économique alignés avec les objectifs de durabilité globaux.,"Policy makers need to create the conditions to support and enable private finance to contribute to the transition. This requires... setting up green development banks;; call on all relevant UN entities and International Financial Institutions to explicitly integrate economic transition goals, aligned with the global sustainability goals, into their activities;",3,Economic Transition,PRI _Economic Transition,IATF and Other International Organizations
162,3,5,World Bank,"Les banques publiques de développement (BPD) telles que la Banque Mondiale et les banques multilatérales de développement jouent un rôle crucial dans le soutien des investissements en développement durable, notamment en augmentant leur capacité de prêt ainsi que par leurs initiatives en matière de financement concessionnel et de financement à risque réduit. Elles assistent également les pays en développement dans la gestion des risques de change et la promotion de l'utilisation des devises locales dans l'émission de dettes internationales. Les BPD sont également mentionnées comme jouant un rôle clé en fournissant des financements et des garanties techniques pour inciter la participation du secteur privé dans le financement du développement durable.","At the global level, in 2023, the World Bank announced plans to raise its capital, which would expand its lending capacity by between US$ 100 billion and US$ 125 billion over the next decade.; Developing countries should improve their currency risk management capabilities, with technical support from multilateral development banks (MDBs), given that sustained depreciation of national currencies can drastically increase the burden of foreign currency-denominated debt.; National development banks (NDBs) are crucial for mobilizing the required financing, including from private sources, to reach countries’ climate and developmental objectives.",4,Regional Commissions,Regional Commissions,IATF and Other International Organizations
162,3,5,Multilateral Development Banks,"Les banques publiques de développement (BPD) telles que la Banque Mondiale et les banques multilatérales de développement jouent un rôle crucial dans le soutien des investissements en développement durable, notamment en augmentant leur capacité de prêt ainsi que par leurs initiatives en matière de financement concessionnel et de financement à risque réduit. Elles assistent également les pays en développement dans la gestion des risques de change et la promotion de l'utilisation des devises locales dans l'émission de dettes internationales. Les BPD sont également mentionnées comme jouant un rôle clé en fournissant des financements et des garanties techniques pour inciter la participation du secteur privé dans le financement du développement durable.","At the global level, in 2023, the World Bank announced plans to raise its capital, which would expand its lending capacity by between US$ 100 billion and US$ 125 billion over the next decade.; Developing countries should improve their currency risk management capabilities, with technical support from multilateral development banks (MDBs), given that sustained depreciation of national currencies can drastically increase the burden of foreign currency-denominated debt.; National development banks (NDBs) are crucial for mobilizing the required financing, including from private sources, to reach countries’ climate and developmental objectives.",4,Regional Commissions,Regional Commissions,IATF and Other International Organizations
162,3,5,national development banks (ndbs),"Les banques publiques de développement (BPD) telles que la Banque Mondiale et les banques multilatérales de développement jouent un rôle crucial dans le soutien des investissements en développement durable, notamment en augmentant leur capacité de prêt ainsi que par leurs initiatives en matière de financement concessionnel et de financement à risque réduit. Elles assistent également les pays en développement dans la gestion des risques de change et la promotion de l'utilisation des devises locales dans l'émission de dettes internationales. Les BPD sont également mentionnées comme jouant un rôle clé en fournissant des financements et des garanties techniques pour inciter la participation du secteur privé dans le financement du développement durable.","At the global level, in 2023, the World Bank announced plans to raise its capital, which would expand its lending capacity by between US$ 100 billion and US$ 125 billion over the next decade.; Developing countries should improve their currency risk management capabilities, with technical support from multilateral development banks (MDBs), given that sustained depreciation of national currencies can drastically increase the burden of foreign currency-denominated debt.; National development banks (NDBs) are crucial for mobilizing the required financing, including from private sources, to reach countries’ climate and developmental objectives.",4,Regional Commissions,Regional Commissions,IATF and Other International Organizations
163,2,1,International Monetary Fund,"Les banques publiques de développement (BPD), mentionnées explicitement dans le texte comme le FMI et la Banque Mondiale, jouent un rôle essentiel dans l'injection de financements contracycliques et le soutien aux économies en développement face aux chocs extérieurs, comme les hausses de taux d'intérêt. Elles doivent également participer à la restructuration de la dette pour la rendre plus efficace et équitable. Les BPD sont impliquées dans l'offre de financements concessionnels, de garanties et d'opportunités de co-investissement, afin de stimuler les investissements privés dans les pays en développement. Même si elles ne sont pas explicitement nommées, leur implication est également requise dans la coordination internationale pour le développement durable et la facilitation des projets d'infrastructure régionaux.","The IMF, World Bank and regional multilateral development banks (MDBs) must play their role and should not take negative spillover of interest rate hikes as a given and let countries suffer.; Development finance institutions (DFIs) should be further mobilized to help catalyse private investment in developing countries by offering concessional financing, guarantees, and co-investment opportunities.",4,South Centre,South Centre,IATF and Other International Organizations
163,2,1,World Bank,"Les banques publiques de développement (BPD), mentionnées explicitement dans le texte comme le FMI et la Banque Mondiale, jouent un rôle essentiel dans l'injection de financements contracycliques et le soutien aux économies en développement face aux chocs extérieurs, comme les hausses de taux d'intérêt. Elles doivent également participer à la restructuration de la dette pour la rendre plus efficace et équitable. Les BPD sont impliquées dans l'offre de financements concessionnels, de garanties et d'opportunités de co-investissement, afin de stimuler les investissements privés dans les pays en développement. Même si elles ne sont pas explicitement nommées, leur implication est également requise dans la coordination internationale pour le développement durable et la facilitation des projets d'infrastructure régionaux.","The IMF, World Bank and regional multilateral development banks (MDBs) must play their role and should not take negative spillover of interest rate hikes as a given and let countries suffer.; Development finance institutions (DFIs) should be further mobilized to help catalyse private investment in developing countries by offering concessional financing, guarantees, and co-investment opportunities.",4,South Centre,South Centre,IATF and Other International Organizations
164,1,2,World Bank,"Les banques publiques de développement (BPD) sont mentionnées comme jouant un rôle crucial dans la facilitation du financement privé à travers des instruments innovants tels que le financement mixte. Elles sont également impliquées dans la gestion des risques de change et la structure de la dette pour les pays les moins avancés (PMA), à travers des mécanismes de prêt en monnaie locale et l'adoption de moratoires sur le service de la dette. De plus, les BPD sont évoquées pour leur potentiel d'émettre des droits de tirage spéciaux (DTS) ciblés sur les ODD, afin de combler les lacunes de financement dans les pays les plus en retard dans l'atteinte des ODD.",The IMF should also issue Green Special Drawing Rights worth at least $500 billion to bolster climate finance.; The Global Compact should suspend debt servicing obligations for vulnerable nations until 2030.,3,UNCT Nepal and CSOs in Nepal,UNCT Nepal and CSOs in Nepal,IATF and Other International Organizations
164,1,2,International Monetary Fund,"Les banques publiques de développement (BPD) sont mentionnées comme jouant un rôle crucial dans la facilitation du financement privé à travers des instruments innovants tels que le financement mixte. Elles sont également impliquées dans la gestion des risques de change et la structure de la dette pour les pays les moins avancés (PMA), à travers des mécanismes de prêt en monnaie locale et l'adoption de moratoires sur le service de la dette. De plus, les BPD sont évoquées pour leur potentiel d'émettre des droits de tirage spéciaux (DTS) ciblés sur les ODD, afin de combler les lacunes de financement dans les pays les plus en retard dans l'atteinte des ODD.",The IMF should also issue Green Special Drawing Rights worth at least $500 billion to bolster climate finance.; The Global Compact should suspend debt servicing obligations for vulnerable nations until 2030.,3,UNCT Nepal and CSOs in Nepal,UNCT Nepal and CSOs in Nepal,IATF and Other International Organizations
165,5,8,World Bank,"Les banques publiques de développement (BPD) jouent un rôle clé dans le financement du développement durable, en particulier dans le contexte urbain des pays en développement. Le texte met en avant leur importance dans le comblement des lacunes de financement pour les Objectifs de Développement Durable (ODD), estimées entre 2,5 et 4 billions de dollars par an. Il mentionne explicitement la Banque Mondiale et la Société Financière Internationale (IFC) pour l'estimation des besoins d'investissement en climat. Les BPD participent à la mobilisation de financements publics et privés, collaborant avec les gouvernements locaux pour planifier et financer les infrastructures urbaines, promouvoir le développement durable, et améliorer la résilience climatique. Elles sont essentielles pour offrir des financements concessionnels et encourager les réformes structurelles qui soutiennent le développement harmonieux des villes.","The World Bank estimates that currently less than 20% of the largest 500 cities in developing countries are deemed creditworthy nationally.; On the supply side, collaboration with multilateral development banks and the private sector is essential to unlock financing for our cities.; UN-Habitat empowers local governments to improve their financial position by strategically optimizing their own revenue sources.",4,UN Habitat,UN Habitat,IATF and Other International Organizations
165,5,8,international finance corporation,"Les banques publiques de développement (BPD) jouent un rôle clé dans le financement du développement durable, en particulier dans le contexte urbain des pays en développement. Le texte met en avant leur importance dans le comblement des lacunes de financement pour les Objectifs de Développement Durable (ODD), estimées entre 2,5 et 4 billions de dollars par an. Il mentionne explicitement la Banque Mondiale et la Société Financière Internationale (IFC) pour l'estimation des besoins d'investissement en climat. Les BPD participent à la mobilisation de financements publics et privés, collaborant avec les gouvernements locaux pour planifier et financer les infrastructures urbaines, promouvoir le développement durable, et améliorer la résilience climatique. Elles sont essentielles pour offrir des financements concessionnels et encourager les réformes structurelles qui soutiennent le développement harmonieux des villes.","The World Bank estimates that currently less than 20% of the largest 500 cities in developing countries are deemed creditworthy nationally.; On the supply side, collaboration with multilateral development banks and the private sector is essential to unlock financing for our cities.; UN-Habitat empowers local governments to improve their financial position by strategically optimizing their own revenue sources.",4,UN Habitat,UN Habitat,IATF and Other International Organizations
165,5,8,un-habitat,"Les banques publiques de développement (BPD) jouent un rôle clé dans le financement du développement durable, en particulier dans le contexte urbain des pays en développement. Le texte met en avant leur importance dans le comblement des lacunes de financement pour les Objectifs de Développement Durable (ODD), estimées entre 2,5 et 4 billions de dollars par an. Il mentionne explicitement la Banque Mondiale et la Société Financière Internationale (IFC) pour l'estimation des besoins d'investissement en climat. Les BPD participent à la mobilisation de financements publics et privés, collaborant avec les gouvernements locaux pour planifier et financer les infrastructures urbaines, promouvoir le développement durable, et améliorer la résilience climatique. Elles sont essentielles pour offrir des financements concessionnels et encourager les réformes structurelles qui soutiennent le développement harmonieux des villes.","The World Bank estimates that currently less than 20% of the largest 500 cities in developing countries are deemed creditworthy nationally.; On the supply side, collaboration with multilateral development banks and the private sector is essential to unlock financing for our cities.; UN-Habitat empowers local governments to improve their financial position by strategically optimizing their own revenue sources.",4,UN Habitat,UN Habitat,IATF and Other International Organizations
170,1,3,World Bank,"Les Banques publiques de développement sont mentionnées explicite et implicitement comme acteurs critiques dans le financement du développement international, particulièrement pour promouvoir l'égalité des genres et l'autonomisation économique des femmes. Leur importance est soulignée dans le contexte de la coopération internationale, où elles pourraient augmenter l'aide au développement et assurer l'intégration des perspectives de genre dans la coopération au développement.","The Addis Ababa Action Agenda 2015 recognizes the potential of new investment vehicles and innovative finance mechanisms and partnerships – such as development-oriented private finance, blended finance and risk mitigation instruments – to contribute to closing the financing gaps for sustainable development.; Governments and development partners must ensure that local economies harness the full benefits of foreign direct investment.",3,UN Women - Women_s Economic Empowerment,UN Women - Women_s Economic Empowerment,IATF and Other International Organizations
171,2,3,World Bank,"Les banques publiques de développement (BPD) sont mentionnées dans le contexte de l'accroissement du financement pour l'égalité des genres, particulièrement en relation avec le développement de politiques et d'instruments financiers qui intègrent des analyses d'impact de genre. Elles jouent un rôle crucial en augmentant les financements pour les projets orientés vers les femmes, surtout dans les secteurs clés tels que l'infrastructure et la finance numérique. Les BPD sont aussi impliquées dans la promotion de politiques fiscales et monétaires qui favorisent l'égalité des genres, par exemple, à travers des swaps de dette liés aux ODD. Enfin, elles soutiennent le développement de standards internationaux pour promouvoir des politiques inclusives.","For the first time in a decade, the share of official development assistance (ODA) with gender equality objectives has declined, dropping from 45% in 2019-20 to 42% in 2021-22, while development finance often lacks a gender perspective limiting its effectiveness.; International financial institutions could mandate the integration of gender impact assessments in their economic programs, loans, and grants.; International development banks can increase funding for gender projects, especially in areas like infrastructure and digital finance, which are key to women’s economic empowerment.",4,UN Women _IATF Gender Cluster_,UN Women _IATF Gender Cluster_,IATF and Other International Organizations
171,2,3,Multilateral Development Banks,"Les banques publiques de développement (BPD) sont mentionnées dans le contexte de l'accroissement du financement pour l'égalité des genres, particulièrement en relation avec le développement de politiques et d'instruments financiers qui intègrent des analyses d'impact de genre. Elles jouent un rôle crucial en augmentant les financements pour les projets orientés vers les femmes, surtout dans les secteurs clés tels que l'infrastructure et la finance numérique. Les BPD sont aussi impliquées dans la promotion de politiques fiscales et monétaires qui favorisent l'égalité des genres, par exemple, à travers des swaps de dette liés aux ODD. Enfin, elles soutiennent le développement de standards internationaux pour promouvoir des politiques inclusives.","For the first time in a decade, the share of official development assistance (ODA) with gender equality objectives has declined, dropping from 45% in 2019-20 to 42% in 2021-22, while development finance often lacks a gender perspective limiting its effectiveness.; International financial institutions could mandate the integration of gender impact assessments in their economic programs, loans, and grants.; International development banks can increase funding for gender projects, especially in areas like infrastructure and digital finance, which are key to women’s economic empowerment.",4,UN Women _IATF Gender Cluster_,UN Women _IATF Gender Cluster_,IATF and Other International Organizations
173,4,6,World Bank,"Les banques publiques de développement, principalement représentées par les Banques Multilatérales de Développement (BMDs) comme la Banque Mondiale et le FMI, jouent un rôle crucial dans la fourniture de financements contre-cycliques et de prêts concessionnels à un intérêt très faible pour les pays en développement, en particulier durant les crises économiques globales. Elles sont présentées comme des catalyseurs essentiels pour attirer des financements privés en réduisant le coût du capital. Les BPDs sont également perçues comme nécessitant une réforme pour mieux représenter les pays en développement au sein de la gouvernance financière internationale. Les institutions comme le FMI et la Banque Mondiale doivent augmenter leur capacité de prêt et adapter leur structure de gouvernance pour mieux répondre aux défis du développement durable.","As important as it is, MDB financing is currently nowhere near enough in restoring long-term development efforts or offsetting the reversals in global capital flows.; MDBs play a crucial role in addressing investment challenges and closing the SDG investment gap by providing risk mitigation, critical financing, and leveraging additional resources through blended finance.",4,UNCTAD,UNCTAD,IATF and Other International Organizations
173,4,6,International Monetary Fund,"Les banques publiques de développement, principalement représentées par les Banques Multilatérales de Développement (BMDs) comme la Banque Mondiale et le FMI, jouent un rôle crucial dans la fourniture de financements contre-cycliques et de prêts concessionnels à un intérêt très faible pour les pays en développement, en particulier durant les crises économiques globales. Elles sont présentées comme des catalyseurs essentiels pour attirer des financements privés en réduisant le coût du capital. Les BPDs sont également perçues comme nécessitant une réforme pour mieux représenter les pays en développement au sein de la gouvernance financière internationale. Les institutions comme le FMI et la Banque Mondiale doivent augmenter leur capacité de prêt et adapter leur structure de gouvernance pour mieux répondre aux défis du développement durable.","As important as it is, MDB financing is currently nowhere near enough in restoring long-term development efforts or offsetting the reversals in global capital flows.; MDBs play a crucial role in addressing investment challenges and closing the SDG investment gap by providing risk mitigation, critical financing, and leveraging additional resources through blended finance.",4,UNCTAD,UNCTAD,IATF and Other International Organizations
174,6,3,eastern and southern africa trade and development bank,"Les banques publiques de développement jouent un rôle crucial dans la facilitation des partenariats internationaux pour mobiliser les ressources, en offrant des prêts concessionnels et des garanties pour les projets liés aux CETM. Elles participent au financement par syndication, en facilitant l'accès à un capital plus large et en soutenant la création de zones économiques spécialisées par le biais de partenariats régionaux. Elles contribuent à réduire les risques financiers et à attirer les investisseurs privés grâce à des mécanismes de financement innovants tels que le financement mixte et les obligations vertes.","International financial institutions facilitate international partnerships that mobilize resources, expertise, and technology for sustainable development.; Syndicated finance allows several lenders to spread risk and jointly take part in financial opportunities.; The partnership between Zambia and the Democratic Republic of the Congo launched in 2022, involving Africa Export-Import Bank.",5,CETM Trade,UNCTAD_CETM Trade,IATF and Other International Organizations
174,6,3,africa export-import bank,"Les banques publiques de développement jouent un rôle crucial dans la facilitation des partenariats internationaux pour mobiliser les ressources, en offrant des prêts concessionnels et des garanties pour les projets liés aux CETM. Elles participent au financement par syndication, en facilitant l'accès à un capital plus large et en soutenant la création de zones économiques spécialisées par le biais de partenariats régionaux. Elles contribuent à réduire les risques financiers et à attirer les investisseurs privés grâce à des mécanismes de financement innovants tels que le financement mixte et les obligations vertes.","International financial institutions facilitate international partnerships that mobilize resources, expertise, and technology for sustainable development.; Syndicated finance allows several lenders to spread risk and jointly take part in financial opportunities.; The partnership between Zambia and the Democratic Republic of the Congo launched in 2022, involving Africa Export-Import Bank.",5,CETM Trade,UNCTAD_CETM Trade,IATF and Other International Organizations
174,6,3,united nations economic commission for africa,"Les banques publiques de développement jouent un rôle crucial dans la facilitation des partenariats internationaux pour mobiliser les ressources, en offrant des prêts concessionnels et des garanties pour les projets liés aux CETM. Elles participent au financement par syndication, en facilitant l'accès à un capital plus large et en soutenant la création de zones économiques spécialisées par le biais de partenariats régionaux. Elles contribuent à réduire les risques financiers et à attirer les investisseurs privés grâce à des mécanismes de financement innovants tels que le financement mixte et les obligations vertes.","International financial institutions facilitate international partnerships that mobilize resources, expertise, and technology for sustainable development.; Syndicated finance allows several lenders to spread risk and jointly take part in financial opportunities.; The partnership between Zambia and the Democratic Republic of the Congo launched in 2022, involving Africa Export-Import Bank.",5,CETM Trade,UNCTAD_CETM Trade,IATF and Other International Organizations
176,3,5,World Bank,"Dans le texte, les Banques Publiques de Développement (BPD) jouent un rôle crucial dans le financement du développement des infrastructures et la transition vers une économie verte et numérique dans les pays en développement. Elles sont impliquées dans la fourniture de prêts concessionnels, des subventions, et le renforcement des infrastructures à travers des partenariats public-privé (PPP). Les BPD, telles que les banques de développement multilatérales, sont mentionnées comme clés pour combler les lacunes de financement, notamment dans les domaines des infrastructures de transport, numérique, et des énergies renouvelables.","Even if regional development banks have established global infrastructure funds to assist developing countries...; Multilateral Development Banks can provide financing, with private investors contributing through public-private partnerships (PPPs).; Significant loans and grants from multilateral development banks (MDBs) should be mobilized for telecom and connectivity projects...",4,Inclusive Trade,UNCTAD_Inclusive Trade,IATF and Other International Organizations
