file_index,Explicit Mentions,Implicit Mentions,BPD Names,Role Summary,Examples,Importance Score,cles,Entity,Groupe,nb_tokens
135,3,2,green climate fund,"Le texte attribue principalement aux banques publiques de développement le rôle de catalyser et de mobiliser des financements climatiques innovants, en mettant l'accent sur la nécessité de financements publics et privés pour combler l'écart financier climatique. Le Green Climate Fund (GCF) est mentionné comme un acteur clé pour opérationnaliser et amplifier les instruments financiers innovants, notamment grâce à sa capacité à accepter des projets plus risqués et à concentrer ses efforts sur les marchés moins servis. Ces banques jouent également un rôle indirect en soutenant des mécanismes comme les swaps dette-pour-climat, les mécanismes de partage des risques, et en facilitant l'accès aux financements pour les pays en développement les plus vulnérables.","The Green Climate Fund (GCF) plays a critical role in catalyzing such investments and driving climate action, particularly in support of the most vulnerable.; The GCF is uniquely positioned to operationalize and scale innovative financial instruments due to its capacity to take on higher-risk projects and its focus on underserved frontier markets.; By partnering with multilateral banks and international donors, these options can create much-needed fiscal space for climate action.",4,Innovative Approaches to Mobilizing Climate Finance,GCF _Innovative Approaches to Mobilizing Climate Finance,IATF and Other International Organizations,152
136,5,4,"Multilateral Development Banks, green climate fund (gcf)","Le texte décrit les Banques Publiques de Développement (BPD) comme des acteurs clés dans le financement mondial, particulièrement en matière de développement durable et climatique. Elles sont présentées comme des catalyseurs essentiels pour débloquer des opportunités d'investissement et mobiliser des ressources additionnelles. Leur rôle inclut la facilitation du financement concessionnel, essentiel pour les pays en développement, et le soutien à des projets à haut risque et à fort impact. Elles doivent réformer leurs modèles opérationnels pour mieux répondre aux urgences climatiques et de développement.","MDBs are key to both unlocking investment opportunities and mobilizing additional resources, through own lending and catalyzing private finance.; The GCF plays a pivotal and catalytic role in providing concessional finance by offering funding at more favorable terms than market rates to support climate action.",5,Reform of International Finance Architecture,GCF _Reform of International Finance Architecture,IATF and Other International Organizations,115
137,34,0,"African Development Bank, Asian Development Bank, asian infrastructure investment bank (aiib), council of europe development bank (ceb), european bank for reconstruction and development (ebrd), European Investment Bank, inter-american development bank (idb), islamic development bank (isdb), new development bank (ndb), world bank group (wbg)","The Multilateral Development Banks (MDBs) are highlighted as crucial players in addressing global development challenges, particularly in the areas of financing, climate action, country-level collaboration, private sector mobilization, and development effectiveness. They aim to expand their financing capacity by optimizing balance sheets and leveraging innovative financial tools, ensuring alignment with climate goals through strategic initiatives, enhancing coordination at the country level to maximize impact, and fostering private sector investment in emerging markets. The MDBs are also focused on enhancing their impact and outcome metrics to ensure that they deliver effective development results.","MDBs are taking forward critical reforms to expand financing capacity by implementing the G20 Capital Adequacy Frameworks (CAF) Review report recommendations.; MDBs expect their 2023 climate finance figures and co-finance figures to exceed the 2022 joint data.; The World Bank’s Climate Support Facility will facilitate the provision of coordinated support by MDBs to develop countries’ LTS and underpinning sectoral and subnational climate policies and plans.; MIGA introduced a new credit enhancement guarantee instrument, which allows MDBs to transfer single loan and portfolio risks from their balance sheets.; MDBs need to enhance their impact and outcome metrics to better understand the effectiveness of their operations and activities.",5,Heads of MDBs,Heads of MDBs,IATF and Other International Organizations,110
138,0,2,,"Les BPD sont implicites dans le texte où il est mentionné que la coopération internationale et le financement sont essentiels pour le développement de la science, de la technologie et de l'innovation, en facilitant le transfert de technologie et la coopération entre pays. Bien que le texte aborde le rôle des organisations internationales comme l'AIEA dans la promotion des initiatives STI, il souligne indirectement le besoin de financements stables et substantiels, souvent fournis par les banques publiques de développement, pour soutenir ces efforts dans les pays en développement. Les BPD jouent donc un rôle clé, quoique non explicitement mentionné, dans l'allocation efficace des ressources financières nécessaires à la mise en œuvre des solutions technologiques qui répondent aux défis mondiaux de développement, en collaboration avec des partenaires internationaux.","South-South and triangular cooperation is an important modality for STI cooperation among developing countries, and can be effectively leveraged to support the private sector as well.",3,IAEA,IAEA,IATF and Other International Organizations,162
139,2,4,"World Bank, Multilateral Development Banks, oecd","Les banques publiques de développement (BPD) sont mentionnées principalement dans le cadre de la nécessité d'augmenter le financement pour l'égalité des genres et de créer des mécanismes financiers qui intègrent les projections de l'égalité des sexes. Elles peuvent jouer un rôle crucial en augmentant le financement des projets liés au genre, notamment en soutenant les projets infrastructurels et de finance numérique essentiels à l'autonomisation économique des femmes. De plus, elles pourraient être impliquées dans la création d'instruments de dette liés aux ODD, tels que les swaps de dette pour le genre, et en augmentant le financement concessionnel.","International financial institutions could mandate the integration of gender impact assessments in their economic programs, loans, and grants.; International development banks can increase funding for gender projects, especially in areas like infrastructure and digital finance, which are key to women’s economic empowerment.",4,IATF Gender Cluster,IATF Gender Cluster,IATF and Other International Organizations,131
140,1,2,World Bank,"Le texte distingue principalement le r	extbackslash{}	extbackslash{}ôle des envois de fonds et des investissements de la diaspora et m	extbackslash{}	extbackslash{}et en 	extbackslash{}	extbackslash{}évidence comment les organisations internationales et les gouvernements peuvent cr	extbackslash{}	extbackslash{}éer des environnements favorables pour exploiter ces flux financiers vers les pays en d	extbackslash{}	extbackslash{}éveloppement. Les banques collaborent pour am	extbackslash{}	extbackslash{}eliorer l'infrastructure de syst	extbackslash{}	extbackslash{}emes de paiement et promouvoir l'inclusion financi	extbackslash{}	extbackslash{}ere, c'est 	extbackslash{}	extbackslash{}	extbackslash{}	extbackslash{}a qui est indirectement un r	extbackslash{}	extbackslash{}ôle pour les BPD. Le texte mentionne 	extbackslash{}	extbackslash{}également la n	extbackslash{}	extbackslash{}écessit	extbackslash{}	extbackslash{}e d'une approche r	extbackslash{}	extbackslash{}églementaire harmonis	extbackslash{}	extbackslash{}ee. Les BPD sont implicitement impliqu	extbackslash{}	extbackslash{}ees dans la collecte de donn	extbackslash{}	extbackslash{}ees et les analyses pour informer ces strat	extbackslash{}	extbackslash{}egies et interventions.","Remittances to LMICs through formal channels were estimated at $656 billion in 2023, larger than both FDI and ODA flows combined¹. World Bank estimates.; To fully harness the potential of remittances and diaspora investments in LMICs, a comprehensive approach is required. Banks need to adopt risk-based approaches to regulations.",3,IFAD-IOM,IFAD-IOM,IATF and Other International Organizations,338
141,5,3,"Multilateral Development Banks, International Financial Institutions","Les banques publiques de développement (BPD) jouent un rôle clé dans le financement du développement durable, notamment en alignant leurs mandats sur la justice sociale et la résilience climatique. Elles sont positionnées pour mobiliser à la fois des investissements publics et privés grâce à des mécanismes de financement innovants, tels que la finance mixte ou le partage des risques. Les BPD, qui incluent les banques de développement multilatérales, sont incitées à coordonner leurs efforts avec les gouvernements nationaux pour s'assurer que les investissements alignent avec les priorités locales de développement, contribuant ainsi à réduire les inégalités et à renforcer la résilience à long terme.","In line with their development mandate, public development banks can lead the efforts to finance sustainable development.; Multilateral Development Banks (MDBs) play a central role in financing international development cooperation, but their current models need reform to meet today’s complex challenges.; The MDBs and IMF have unexploited potential to mobilize a step change in the resources available to developing countries.",4,ILO,ILO,IATF and Other International Organizations,139
142,3,2,national and international public development banks,Les banques publiques de développement (BPD) jouent un rôle essentiel dans la mobilisation des ressources financières pour faciliter une transition juste vers une économie à faible émission de carbone. Elles servent de vecteurs de changement dans le secteur financier en alignant leurs opérations sur des objectifs sociaux et environnementaux. Les BPD sont encouragées à revoir et à renforcer leurs politiques afin d'accroître l'importance des aspects sociaux dans les financements verts et climatiques. Elles peuvent aussi réduire les risques perçus par les investisseurs du secteur privé et améliorer le profil risque-rendement pour attirer des capitaux privés vers des projets alignés sur une transition juste.,"Member States can nurture financial systems that support a just transition by leveraging the role of national and international public development banks as drivers of change.; In line with their development mandate, public development banks can lead the efforts to finance a just transition. Member states can review the current policies guiding the operations of national and international development banks and increase the importance of social aspects in decision-making regarding green and climate finance.; Development finance can attract additional private sector capital through instruments like guarantees, equity and concessional loans.",4,Aligning Financial Systems with a just transition,ILO _Aligning Financial Systems with a just transition,IATF and Other International Organizations,130
143,0,2,"development finance institutions, Multilateral Development Banks","Les banques publiques de développement (BPD) sont mentionnées implicitement dans le texte lorsqu'il est question de coopérer avec des institutions financières internationales pour attirer des investissements dans des projets alignés sur les Objectifs de développement durable (ODD). Elles sont impliquées dans la facilitation des partenariats innovants entre les gouvernements et le secteur privé, et dans l'utilisation d'outils financiers innovants pour le partage des risques. Elles jouent également un rôle clé dans la création de mécanismes et initiatives visant à réduire les risques d'investissement, ce qui est crucial pour mobiliser du capital pour le développement.","- Fostering innovative partnerships on risk-sharing among governments, MDBs, and the private sector; - Establishing a UN-led Task Force on Sovereign wealth funds and institutional investors",3,FDI,ILO _FDI,IATF and Other International Organizations,125
144,2,2,"un agencies, International Financial Institutions","Les banques publiques de développement, notamment à travers les agences de l'ONU et les institutions financières internationales, sont mentionnées dans le cadre de leur rôle pour la mise en œuvre du Global Accelerator sur l'emploi et la protection sociale. Elles contribuent à combler les lacunes financières systémiques pour la protection sociale et l'emploi décent. Leur intervention est décrite comme une collaboration avec divers acteurs pour adapter les approches aux contextes spécifiques des pays, incluant des environnements fragiles et post-conflit.","The Global Accelerator on Jobs and Social Protection for Just Transitions (GA) is being implemented through a joint process of governments, social partners, UN agencies, International Financial Institutions (IFIs), and other key stakeholders.; Improving dialogue and coherence among national policymakers, ODA partners, UN agencies, IFIs, social partners, civil society and academia, will boost national and international commitments.",3,Global Accelerator,ILO _Global Accelerator,IATF and Other International Organizations,105
145,6,3,"national public development banks, pdbs","Les banques publiques de développement (BPD) sont présentées comme des institutions essentielles pour fournir des financements à long terme et des prêts contra-cycliques afin de favoriser la transformation structurelle et soutenir les Objectifs de Développement Durable (ODD). Elles sont considérées comme cruciales pour combler le fossé entre les perspectives à court terme des institutions financières privées et les horizons d'investissement à plus long terme requis pour la transformation structurelle. Les BPD sont également importantes pour aider à stabiliser les investissements critiques durant les récessions économiques et pour atténuer les impacts des chocs externes. En outre, la coopération régionale entre les BPD est encouragée pour financer la transformation structurelle au-delà des frontières.","""strengthen national public development banks to provide long-term finance and counter-cyclical lending""; ""National public development banks (PDBs) can provide the long-term financing that private capital often avoids due to perceived risks and coordination failures""",4,Structural Transformation,ILO _Structural Transformation,IATF and Other International Organizations,149
146,0,1,,"The text implicitly suggests that international financial architecture and international support, including a potential role for international financial institutions, are essential to fill the financing gaps for social protection in low-income countries. There is a mention of the need for international emergency financing, debt restructuring mechanisms, and debt relief, which implies the involvement of organizations that could include international banks and development finance institutions, although none are specified by name.","International solidarity is crucial to support efforts in strengthening delivery of social protection and healthcare benefits, indicating potential involvement of international financial institutions.",3,Universal Social Protection,ILO _Universal Social Protection,IATF and Other International Organizations,79
147,0,3,,"Le texte met en avant l'importance de la mobilisation des recettes nationales et de la coopération fiscale internationale pour atteindre les objectifs de développement durable (ODD). Bien que le texte ne mentionne pas explicitement les banques publiques de développement, celles-ci peuvent jouer un rôle implicite en soutenant les réformes institutionnelles, la modernisation des administrations fiscales et en participant aux initiatives internationales de mobilisation des ressources. Les BPD pourraient aussi contribuer au financement des infrastructures nécessaires à l'amélioration de la capacité fiscale des pays en développement.",,2,IMF,IMF,IATF and Other International Organizations,105
148,2,1,"World Bank, International Monetary Fund","Le texte attribue aux Banques Publiques de Développement comme le World Bank Group un rôle dans l'extension des analyses sur la relation entre les recettes fiscales et la croissance économique. Leur rôle est crucial en fournissant des soutiens stratégiques et des recommandations pour les réformes fiscales nécessaires à combler le déficit de financement des ODD, en particulier dans les pays à faible revenu.","The role of Domestic Revenue Mobilization in achieving the SDGs (joint submission by IMF, OECD and WBG).; More recently, the World Bank has extended this analysis and confirmed that tax revenues of at least 15 percent of GDP can boost economic growth.",3,IMF_ OECD_ WBG,IMF_ OECD_ WBG,IATF and Other International Organizations,80
149,2,1,"African Development Bank, international finance corporation","Dans ce texte, les banques publiques de développement (BPD) jouent des rôles clés en soutenant les INFFs (Cadres intégrés de financement national) en alignant leurs plateformes pays avec des stratégies de financement globales pour renforcer les écosystèmes financiers nationaux. Les BPD comme la Banque africaine de développement offrent des garanties de crédit pour faciliter des investissements verts et sociaux. L'impact-cofinancement par ces banques et la mobilisation de ressources additionnelles au moyen de soutiens indirects, comme les obligations vertes ou sociales, sont soulignés dans le texte.",,3,INFF Facility,INFF Facility,IATF and Other International Organizations,121
150,1,2,World Bank,"Les banques publiques de d\u00e9veloppement, telles que la Banque Mondiale, jouent un r\u00f4le crucial dans la fourniture de financements destin\u00e9s \u00e0 combler le foss\u00e9 de financement pour le d\u00e9veloppement durable, en particulier dans le contexte de l'adaptation au changement climatique et du soutien aux pays en voie de d\u00e9veloppement. Elles sont impliqu\u00e9es dans l'\u00e9valuation des co\u00fbts et des besoins de financement pour adapter les infrastructures et les solutions aux d\u00e9fis environnementaux.","The situation is further exacerbated by environmental impacts and climate change, which could force 216 million people across six continents to move within their countries by 2050 (World Bank Groundswell Report, 2021).; Such funding is not a nice to have, it is vital to assist LMICs invest in climate resilient infrastructure with the 2023 flooding in Libya demonstrating how failure to do so invites catastrophe.; to assist governments and their citizens adapt to and mitigate the adverse impacts of climate change.",2,IOM,IOM,IATF and Other International Organizations,137
151,15,8,"asian infrastructure investment bank (aiib), African Development Bank, european bank of reconstruction and development (ebrd), Interamerican Development Bank, International Finance Corporation, islamic development bank (isdb)","Les banques publiques de développement sont présentées comme des acteurs clés dans le financement des infrastructures numériques, en particulier dans le cadre de l'initiative d'Investissement en Infrastructure Numérique (DIII). Elles sont impliquées dans des efforts de collaboration pour maximiser l'impact des investissements traditionnels et explorer des mécanismes de financement innovants. Les BPD aident à réduire les risques d'investissement, à renforcer la coordination entre les parties prenantes du secteur public et privé, et à soutenir les initiatives de connectivité numériques globales visant à atteindre les Objectifs de Développement Durable (ODD). Les BPD sont également mentionnées en tant que partenaires financiers dans la mise en place de fonds dédiés à la connectivité dans les régions les plus difficiles d'accès.","The International Telecommunication Union (ITU) launched the Digital Infrastructure Investment Initiative. This initiative aims to spark investments in digital infrastructure and is jointly led by six DFIs: The Asian Infrastructure Investment Bank (AIIB), African Development Bank (AfDB), European Bank of Reconstruction and Development (EBRD), Interamerican Development Bank (IADB), International Finance Corporation (IFC), and Islamic Development Bank (IsDB).; Enhanced collaboration among the public sector, DFIs, and the private sector is crucial for fostering innovation in digital infrastructure financing and reducing risks.; Platforms such as the G20 are instrumental in driving these efforts forward. Actively involving these platforms in the FFd4 conference and its subsequent actions is crucial to leverage potential synergies and significantly enhance the impact of these initiatives.",4,ITU,ITU,IATF and Other International Organizations,156
152,0,1,,"Les banques publiques de développement (BPD) ne sont pas mentionnées explicitement dans le texte, mais leur rôle implicite ressort à travers les discussions sur le financement pour le développement dans les contextes fragiles. Les BPD peuvent jouer un rôle crucial dans la mobilisation de ressources financières, le soutien aux transitions politiques et économiques fragiles, et la coordination des financements pour maximiser leur impact dans ces contextes. Elles sont impliquées dans des secteurs comme la gestion de la dette, le développement du secteur privé, et l'amélioration de la résilience climatique.",,2,OECD _ CCF,OECD _ CCF,IATF and Other International Organizations,114
153,2,4,"wto, oecd","Les banques publiques de développement jouent un rôle central dans le soutien au commerce international, notamment dans le financement des infrastructures économiques, l'aide à la création de capacités productives, et le développement durable par le biais de l'aide pour le commerce. Elles cherchent à atténuer les disparités de commerce mondial en soutenant les pays les moins avancés (PMA) et en facilitant l'intégration des pays en développement dans les chaînes de valeur mondiales. De surcroît, elles s'engagent dans la transition numérique et environnementale, soutenant des projets adaptés au changement climatique et favorisant l'égalité des sexes à travers des initiatives de financements ciblées.","L'aide pour le commerce a atteint un record de 51,1 milliards de dollars de décaissements en 2022, les PMA en recevant 14 milliards de dollars.; Le programme TFA de l'OMC a été mis en place pour réduire les coûts commerciaux de 14,3 % en moyenne.",3,Fact Sheet,OECD _Fact Sheet,IATF and Other International Organizations,135
154,2,1,Asian Development Bank,"Les banques publiques de d%C3%A9veloppement, notamment mentionn%C3%A9es implicitement pour contribuer %C3%A0 la r%C3%A9duction du d%C3%A9ficit de financement commercial, sont appel%C3%A9es %C3%A0 fournir des solutions pour combler ce d%C3%A9calage important qui a augment%C3%A9 entre 2014 et 2022 passant de 1,4 trillions USD %C3%A0 2,5 trillions USD. Elles sont mentionn%C3%A9es explicitement dans le contexte de l'appel aux banques de d%C3%A9veloppement pour soutenir le financement du commerce compatible avec les r%C3%A8gles de l'OMC.",Expand WTO-compatible trade finance (and call on development banks to provide solutions).,2,Statistical Annex,OECD _Statistical Annex,IATF and Other International Organizations,158
155,0,1,World Bank,"Les banques publiques de développement dans ce texte jouent principalement un rôle implicite en se constituant comme une partie des créanciers multilatéraux envers lesquels de nombreux pays en développement, en particulier les ODEs (Other Developing Economies), sont endettés. Bien que les BPD ne soient pas directement mentionnées, le rôle des créanciers multilatéraux, dont elles font partie, est crucial dans le contexte du besoin de mécanismes de restructuration de la dette souveraine des pays en développement, comme évoqué via le Cadre Commun du G20.",,2,Debt,OHCHR _Debt,IATF and Other International Organizations,113
156,0,4,,"Le texte souligne l'importance du financement axé sur les droits de l'homme pour le développement durable, en mettant l'accent sur les actions environnementales. Il décrit l'impératif de restructurer l'architecture financière internationale pour privilégier le financement concessionnel, surtout pour les pays les plus touchés par les crises environnementales. Bien que les banques publiques de développement (BPD) ne soient pas mentionnées explicitement, le texte implique leur rôle potentiel dans la facilitation des mécanismes de financement direct pour les communautés affectées, et l'importance de mobiliser des ressources à grande échelle pour la justice climatique, ce qui est souvent une fonction des BPD.",Mobilize resources for rights-enhancing environmental action.; Establish financing mechanisms that facilitate direct and equitable access to the people and communities most affected by environmental harm.; High costs of capital create significant barriers to accessing climate finance.,3,ECC,OHCHR _ECC,IATF and Other International Organizations,137
157,2,3,"African Development Bank, Asian Development Bank, european bank for reconstruction and development, European Investment Bank, inter-american development bank, World Bank, International Monetary Fund",Les banques publiques de d\u00e9veloppement sont mentionn\u00e9es principalement dans le contexte des lacunes de financement actuel des Objectifs de D\u00e9veloppement Durable (ODD) et des besoins des pays en d\u00e9veloppement. Elles sont vues comme des instituts financiers qui peuvent aider \u00e0 combler le gap de financement en adaptant leurs crit\u00e8res de pr\u00eat pour inclure les droits de l'homme et le d\u00e9veloppement. Les BPD sont aussi pr\u00e9sent\u00e9es comme des canaux potentiels pour le red\u00e9ploiement des droits de tirage sp\u00e9ciaux pour les pays les plus affect\u00e9s.,"Statement by the Heads of the African Development Bank, the Asian Development Bank, the European Bank for Reconstruction and Development, the European Investment Bank, the Inter-American Development Bank, the World Bank Group and the International Monetary Fund.; To scale up access to timely, concessional and low-cost financial resources for developing countries, multilateral development banks (MDBs) should adopt lending criteria that are aligned with human rights.",4,IDC,OHCHR _IDC,IATF and Other International Organizations,164
158,2,3,World Bank,"Le texte présente un rôle potentiel et indirect des banques publiques de développement en soulignant la nécessité d'un soutien financier international pour les pays les moins avancés (LDC) dans le cadre des objectifs de développement durable (ODD). Bien que les BPD ne soient pas mentionnées explicitement dans la majorité, elles sont souvent impliquées dans le financement du développement et les initiatives de renforcement des capacités. Le texte met en avant la création d'un centre de soutien à l'investissement international, ce qui pourrait impliquer des BPD dans la fourniture de financements innovants ou de soutien technique.","An International Investment Support Centre for the Least Developed Countries; Investment-related technical assistance and capacity building support is available to LDCs from over 50 UN agencies, international organizations, multilateral development banks and development partner agencies.",3,OHRLLS,OHRLLS,IATF and Other International Organizations,121
159,1,2,"World Bank, Multilateral Development Banks","Les banques publiques de développement jouent un rôle crucial en facilitant le renforcement des systèmes de mobilisation des ressources domestiques en Afrique et en promouvant la réforme de l'architecture financière internationale pour aligner les investissements sur les objectifs de développement durable (ODD). De plus, elles sont suggérées pour le soutien prolongé par des prêts à long terme et une optimisation de leurs bilans pour accroître les capacités de financement des pays, en particulier pour les pays à faible revenu.","Reform the International Financial Architecture (IFA) to position Multilateral Development Banks (MDBs) for long-term lending.; Optimize MDB balance sheets by leveraging callable capital and advance lending to countries, especially for Low-income Countries (LICs), in local currencies.",4,OSAA,OSAA,IATF and Other International Organizations,97
160,1,2,green development banks,Les banques publiques de développement (BPD) sont impliquées dans la création de conditions favorables au financement de la transition économique vers la durabilité. Cela inclut l'établissement de banques de développement vertes qui peuvent contribuer à encadrer le financement privé et à fournir des incitations nécessaires. Les BPD sont également perçues comme des supporters potentiels dans les partenariats public-privé et possiblement impliquées dans l'intégration d'objectifs de transition économique alignés avec les objectifs de durabilité globaux.,"Policy makers need to create the conditions to support and enable private finance to contribute to the transition. This requires... setting up green development banks;; call on all relevant UN entities and International Financial Institutions to explicitly integrate economic transition goals, aligned with the global sustainability goals, into their activities;",3,Economic Transition,PRI _Economic Transition,IATF and Other International Organizations,108
161,0,2,,"Les banques publiques de développement ne sont pas mentionnées explicitement dans le texte, mais leur rôle implicite peut être déduit dans le cadre des discussions sur le financement du développement durable et la transition économique. Les BPD peuvent être impliquées dans la facilitation d'un environnement réglementaire plus propice à l'investissement durable et dans le soutien aux objectifs de développement durable.","FfD4 has the potential to establish clear, effective, and complementary approaches for Member States, the private sector, including the financial sector, and multilateral development banks to take in fulfilling a shared commitment to greater action in support of the global sustainability goals.",2,LFI,PRI _LFI,IATF and Other International Organizations,75
162,3,5,"World Bank, Multilateral Development Banks, national development banks (ndbs)","Les banques publiques de développement (BPD) telles que la Banque Mondiale et les banques multilatérales de développement jouent un rôle crucial dans le soutien des investissements en développement durable, notamment en augmentant leur capacité de prêt ainsi que par leurs initiatives en matière de financement concessionnel et de financement à risque réduit. Elles assistent également les pays en développement dans la gestion des risques de change et la promotion de l'utilisation des devises locales dans l'émission de dettes internationales. Les BPD sont également mentionnées comme jouant un rôle clé en fournissant des financements et des garanties techniques pour inciter la participation du secteur privé dans le financement du développement durable.","At the global level, in 2023, the World Bank announced plans to raise its capital, which would expand its lending capacity by between US$ 100 billion and US$ 125 billion over the next decade.; Developing countries should improve their currency risk management capabilities, with technical support from multilateral development banks (MDBs), given that sustained depreciation of national currencies can drastically increase the burden of foreign currency-denominated debt.; National development banks (NDBs) are crucial for mobilizing the required financing, including from private sources, to reach countries’ climate and developmental objectives.",4,Regional Commissions,Regional Commissions,IATF and Other International Organizations,134
163,2,1,"International Monetary Fund, World Bank","Les banques publiques de développement (BPD), mentionnées explicitement dans le texte comme le FMI et la Banque Mondiale, jouent un rôle essentiel dans l'injection de financements contracycliques et le soutien aux économies en développement face aux chocs extérieurs, comme les hausses de taux d'intérêt. Elles doivent également participer à la restructuration de la dette pour la rendre plus efficace et équitable. Les BPD sont impliquées dans l'offre de financements concessionnels, de garanties et d'opportunités de co-investissement, afin de stimuler les investissements privés dans les pays en développement. Même si elles ne sont pas explicitement nommées, leur implication est également requise dans la coordination internationale pour le développement durable et la facilitation des projets d'infrastructure régionaux.","The IMF, World Bank and regional multilateral development banks (MDBs) must play their role and should not take negative spillover of interest rate hikes as a given and let countries suffer.; Development finance institutions (DFIs) should be further mobilized to help catalyse private investment in developing countries by offering concessional financing, guarantees, and co-investment opportunities.",4,South Centre,South Centre,IATF and Other International Organizations,160
164,1,2,"World Bank, International Monetary Fund","Les banques publiques de développement (BPD) sont mentionnées comme jouant un rôle crucial dans la facilitation du financement privé à travers des instruments innovants tels que le financement mixte. Elles sont également impliquées dans la gestion des risques de change et la structure de la dette pour les pays les moins avancés (PMA), à travers des mécanismes de prêt en monnaie locale et l'adoption de moratoires sur le service de la dette. De plus, les BPD sont évoquées pour leur potentiel d'émettre des droits de tirage spéciaux (DTS) ciblés sur les ODD, afin de combler les lacunes de financement dans les pays les plus en retard dans l'atteinte des ODD.",The IMF should also issue Green Special Drawing Rights worth at least $500 billion to bolster climate finance.; The Global Compact should suspend debt servicing obligations for vulnerable nations until 2030.,3,UNCT Nepal and CSOs in Nepal,UNCT Nepal and CSOs in Nepal,IATF and Other International Organizations,149
165,5,8,"World Bank, International Finance Corporation, un-habitat","Les banques publiques de développement (BPD) jouent un rôle clé dans le financement du développement durable, en particulier dans le contexte urbain des pays en développement. Le texte met en avant leur importance dans le comblement des lacunes de financement pour les Objectifs de Développement Durable (ODD), estimées entre 2,5 et 4 billions de dollars par an. Il mentionne explicitement la Banque Mondiale et la Société Financière Internationale (IFC) pour l'estimation des besoins d'investissement en climat. Les BPD participent à la mobilisation de financements publics et privés, collaborant avec les gouvernements locaux pour planifier et financer les infrastructures urbaines, promouvoir le développement durable, et améliorer la résilience climatique. Elles sont essentielles pour offrir des financements concessionnels et encourager les réformes structurelles qui soutiennent le développement harmonieux des villes.","The World Bank estimates that currently less than 20% of the largest 500 cities in developing countries are deemed creditworthy nationally.; On the supply side, collaboration with multilateral development banks and the private sector is essential to unlock financing for our cities.; UN-Habitat empowers local governments to improve their financial position by strategically optimizing their own revenue sources.",4,UN Habitat,UN Habitat,IATF and Other International Organizations,180
166,0,0,,"Le texte se concentre principalement sur le financement des syst\u00e8mes de statistiques et de donn\u00e9es nationaux pour favoriser le d\u00e9veloppement durable. Il souligne l'importance d'investissements soutenus et coordonn\u00e9s dans l'infrastructure statistique pour assurer la prise de d\u00e9cision bas\u00e9e sur des faits, sans mentionner explicitement le r\u00f4le des banques publiques de d\u00e9veloppement.",,1,UN Statistics,UN Statistics,IATF and Other International Organizations,107
167,0,0,,"There are no explicit or implicit mentions of public development banks (BPD) in the provided text. The document focuses primarily on the role of science, technology, and innovation (STI) in achieving the Sustainable Development Goals (SDGs) and related recommendations for international cooperation, capacity building, and governance. It outlines the necessity of multi-stakeholder collaboration and public-private partnerships but does not reference financial institutions or specific roles related to BPDs.",,1,Part 1,UN TFM 10MG_Part 1,IATF and Other International Organizations,90
168,0,2,,"Le texte suggère implicitement que les banques publiques de développement pourraient jouer un rôle dans le financement de la recherche pour les ODD, notamment par le biais de l'augmentation de l'investissement public mondial dans les biens publics mondiaux, ce qui pourrait inclure des efforts liés au financement des projets STI. Les institutions financières internationales sont mentionnées en rapport avec l'augmentation de l'investissement public dans les biens publics. De plus, la création d'un fonds pour le remplacement des combustibles fossiles et le développement de technologies de CDR indique un potentiel rôle financier des BPD pour appuyer ces initiatives climatiques.","International financial institutions must increase public investment in global public goods to at least 0.2% of gross national income, as recommended by the Expert Working Group on Global Public Investment.; Create a fossil fuel phase out and global carbon dioxide removal (CDR) fund and market to facilitate the sustainable deployment of fossil fuel replacements and CDR technology options.",3,Part 2,UN TFM 10MG_Part 2,IATF and Other International Organizations,125
169,0,3,,"Le texte discute des défis macroéconomiques auxquels font face les pays en développement, en particulier les politiques d'austérité et le service de la dette qui freinent les progrès en matière d'égalité des sexes. Bien qu'il n'y ait aucune mention explicite des BPD, le texte souligne le besoin de financement externe, de réformes de l'architecture financière internationale, et de banques de développement multilatérales pour promouvoir l'égalité des sexes et des investissements dans les programmes sociaux.","""High levels of external debt hinder a country's ability to respond to crises, promote economic well-being, and achieve gender equality, particularly in the Global South.; ""Introducing a new framework for analyzing the gendered implications of alternative financing mechanisms.""; ""Reforming the international financial architecture: Entrenched gender biases affect the design and functioning of all aspects of the international financial system.""",3,UN Women - Expanding Fiscal Space,UN Women - Expanding Fiscal Space,IATF and Other International Organizations,101
170,1,3,World Bank,"Les Banques publiques de développement sont mentionnées explicite et implicitement comme acteurs critiques dans le financement du développement international, particulièrement pour promouvoir l'égalité des genres et l'autonomisation économique des femmes. Leur importance est soulignée dans le contexte de la coopération internationale, où elles pourraient augmenter l'aide au développement et assurer l'intégration des perspectives de genre dans la coopération au développement.","The Addis Ababa Action Agenda 2015 recognizes the potential of new investment vehicles and innovative finance mechanisms and partnerships – such as development-oriented private finance, blended finance and risk mitigation instruments – to contribute to closing the financing gaps for sustainable development.; Governments and development partners must ensure that local economies harness the full benefits of foreign direct investment.",3,UN Women - Women_s Economic Empowerment,UN Women - Women_s Economic Empowerment,IATF and Other International Organizations,77
